Agency_Name,Planned_Project_Completion_Date_B2,Projected_slash_Actual_Project_Completion_Date_B2,Project_isDelayed,Lifecycle_Cost,Start_Date
Nuclear Regulatory Commission,30/09/2011,30/09/2011,0,0.271,03/01/2011
Nuclear Regulatory Commission,30/08/2011,30/09/2011,31,0.422,01/03/2011
Nuclear Regulatory Commission,30/09/2011,30/09/2011,0,0.5,01/07/2011
Nuclear Regulatory Commission,30/09/2011,30/09/2011,0,0.82325,01/07/2011
Nuclear Regulatory Commission,30/09/2011,30/09/2011,0,65.88,01/10/2010
Nuclear Regulatory Commission,30/09/2011,30/09/2011,0,0.1795,01/10/2010
Nuclear Regulatory Commission,30/09/2011,30/09/2011,0,2.245,17/03/2011
Nuclear Regulatory Commission,30/09/2011,30/09/2011,0,1.216,04/04/2011
Nuclear Regulatory Commission,30/09/2011,30/09/2011,0,2.056,01/04/2011
Nuclear Regulatory Commission,09/09/2011,14/09/2011,5,0.124,09/05/2011
Nuclear Regulatory Commission,31/08/2011,31/08/2011,0,0.101,23/05/2011
Nuclear Regulatory Commission,01/08/2011,01/08/2011,0,0.165,01/02/2011
Nuclear Regulatory Commission,,,,0.17,01/12/2011
Nuclear Regulatory Commission,,,,0.415,01/10/2012
Nuclear Regulatory Commission,,,,0.1504,03/01/2012
Nuclear Regulatory Commission,,,,,
Nuclear Regulatory Commission,,,,,
Nuclear Regulatory Commission,,,,,
Nuclear Regulatory Commission,,,,0.394,01/12/2011
Nuclear Regulatory Commission,,,,0.439,01/10/2011
Nuclear Regulatory Commission,,,,0.92112,01/10/2012
Nuclear Regulatory Commission,,,,,
Nuclear Regulatory Commission,,,,,
Nuclear Regulatory Commission,,,,,
Nuclear Regulatory Commission,,,,4.2,28/04/2011
Nuclear Regulatory Commission,,,,18.1,31/10/2010
Nuclear Regulatory Commission,,,,70,01/10/2010
Nuclear Regulatory Commission,,,,1.3,01/10/2011
Nuclear Regulatory Commission,,,,1.55,01/10/2011
Nuclear Regulatory Commission,,,,0.05,01/03/2012
Nuclear Regulatory Commission,,,,0.735,03/10/2011
Nuclear Regulatory Commission,,,,0.82,03/10/2011
Nuclear Regulatory Commission,,,,0.5,03/10/2011
Nuclear Regulatory Commission,,,,0.244,03/10/2011
Nuclear Regulatory Commission,,,,2.068,01/10/2011
Nuclear Regulatory Commission,,,,2.296,01/10/2011
Nuclear Regulatory Commission,,,,0.65,01/10/2011
Office of Personnel Management,30/09/2012,30/09/2012,0,10.282,01/06/2012
Office of Personnel Management,29/09/2012,29/09/2012,0,3.05,02/04/2012
Office of Personnel Management,30/05/2012,03/06/2012,4,600,07/03/2012
Office of Personnel Management,31/05/2012,02/06/2012,2,0.01,17/04/2012
Office of Personnel Management,30/04/2012,30/04/2012,0,0.015,01/04/2012
Office of Personnel Management,31/03/2012,27/04/2012,27,0.025,01/03/2012
Office of Personnel Management,06/03/2012,15/04/2012,40,0.651,04/10/2011
Office of Personnel Management,31/03/2012,31/03/2012,0,2.984,03/10/2011
Office of Personnel Management,29/02/2012,03/03/2012,3,0.01,17/01/2012
Office of Personnel Management,30/12/2011,30/12/2011,0,13.4,01/10/2009
Office of Personnel Management,30/11/2011,03/12/2011,3,0.01,18/10/2011
Office of Personnel Management,30/09/2011,14/10/2011,14,11.364,01/10/2010
Office of Personnel Management,11/10/2011,11/10/2011,0,0.865,01/04/2011
Office of Personnel Management,30/09/2011,30/09/2011,0,322.78,01/10/2008
Office of Personnel Management,30/09/2011,30/09/2011,0,101.548,01/10/2008
Office of Personnel Management,30/09/2011,30/09/2011,0,48.3,01/10/2010
Office of Personnel Management,,,,0.2,03/10/2011
Office of Personnel Management,,,,4.29,03/10/2011
Office of Personnel Management,,,,60.662272,03/10/2005
Office of Personnel Management,,,,36317.23512,19/07/2010
Office of Personnel Management,,,,557.27,01/10/2004
Office of Personnel Management,,,,22.2935,01/10/2011
Office of Personnel Management,,,,4.084,01/10/2011
Office of Personnel Management,,,,84,01/10/2010
Office of Personnel Management,,,,1.22,03/10/2011
Office of Personnel Management,,,,0.706,01/10/2011
Office of Personnel Management,,,,0.01,17/07/2012
Small Business Administration,14/12/2012,14/12/2012,0,8.028,14/09/2010
Small Business Administration,28/09/2012,28/09/2012,0,5.696,16/06/2011
Small Business Administration,28/09/2012,28/09/2012,0,53.1308,14/09/2010
Small Business Administration,28/09/2012,28/09/2012,0,15.1,08/08/2011
Small Business Administration,28/09/2012,28/09/2012,0,0.5,03/10/2011
Small Business Administration,20/04/2012,17/09/2012,150,0.3,15/04/2011
Small Business Administration,31/08/2012,31/08/2012,0,0.7257,01/06/2011
Small Business Administration,29/06/2012,29/06/2012,0,0.37,03/10/2011
Small Business Administration,30/04/2012,27/05/2012,27,1.6193,27/09/2010
Small Business Administration,30/09/2011,30/12/2011,91,1.3,27/08/2010
Small Business Administration,11/11/2011,26/11/2011,15,2.25,17/08/2010
Small Business Administration,30/09/2011,30/09/2011,0,1.25,01/10/2010
Small Business Administration,01/06/2011,29/08/2011,89,0.388,13/09/2010
Small Business Administration,26/05/2011,26/05/2011,0,0.034,10/09/2010
Small Business Administration,,,,1.2237,01/06/2012
Small Business Administration,,,,3.6407,01/06/2012
Small Business Administration,,,,3.0526,15/09/2010
Small Business Administration,,,,5.534,27/09/2010
Small Business Administration,,,,1.5,21/01/2010
Small Business Administration,,,,1.615,25/04/2011
Small Business Administration,,,,1.6,26/07/2011
Small Business Administration,,,,3.2197,04/08/2010
Small Business Administration,,,,0.38,10/01/2011
Small Business Administration,,,,3.4,03/10/2011
Small Business Administration,,,,75,14/02/2012
Social Security Administration,30/09/2012,30/09/2012,0,2.82,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,18.4,27/11/2011
Social Security Administration,30/06/2012,30/09/2012,92,6,01/10/2011
Social Security Administration,31/03/2012,30/09/2012,183,8.75,01/10/2011
Social Security Administration,30/06/2012,30/09/2012,92,19.1,01/01/2012
Social Security Administration,30/09/2012,30/09/2012,0,0.36,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.2,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,7.88095,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,8.82243,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,2.82354,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.73526,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,1.07094,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.19621,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,6.158,27/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.27222,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.444572,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,21.06311,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,43.02655,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.68405,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.1254,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,2.18316,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,3.92223,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,5.891714,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,1.543056,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,1.342797,24/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,2.67,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.2,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,8.79326,02/10/2011
Social Security Administration,12/05/2012,30/09/2012,141,3.60799,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.15956,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.09246,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.86999,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.20088,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.56553,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,2.71299,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.19621,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,272.97931,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,22.5109,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,1.07542,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,26.15708,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,57.38801,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,5.31502,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,14.7255,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,166.3723,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,2.4632,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.32039,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,3.91449,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,1.96007,03/10/2011
Social Security Administration,25/08/2012,30/09/2012,36,6.21477,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,2.21028,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,1.21159,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,15.5956,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,4.82371,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,3.94428,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.88565,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,3.25371,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,2.83036,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,7.56148,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,4.04585,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,8.06585,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,56.02087,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,18.23801,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,1.40266,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.19621,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.438008,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,2.668281,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,9.514157,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.08027,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.444572,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.22158,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.03865,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.34995,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,6.11745,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.12883,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.42115,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,1.30514,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.19621,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,7.96019,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.86548,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,3.957611,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,5.794373,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,3.10609,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.203546,03/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.982165,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.159365,01/10/2011
Social Security Administration,30/09/2012,30/09/2012,0,0.817118,01/10/2011
Social Security Administration,31/07/2012,01/09/2012,32,3.264985,01/10/2011
Social Security Administration,31/01/2012,09/04/2012,69,1.84942,03/10/2011
Social Security Administration,31/03/2012,31/03/2012,0,0.15717,01/10/2011
Social Security Administration,31/12/2011,30/12/2011,-1,6.15,01/10/2011
Social Security Administration,30/09/2011,30/09/2011,0,46.36025,01/10/2010
Social Security Administration,30/09/2011,30/09/2011,0,49.90049,01/10/2010
Social Security Administration,30/09/2011,30/09/2011,0,11.987903,01/10/2010
Social Security Administration,30/09/2011,30/09/2011,0,83.47,01/10/2010
Social Security Administration,30/09/2011,30/09/2011,0,11.16399,01/10/2010
Social Security Administration,30/09/2011,30/09/2011,0,475.44841,01/10/2010
Social Security Administration,30/09/2011,30/09/2011,0,27.83324,01/10/2010
Social Security Administration,30/09/2011,30/09/2011,0,177.52352,01/10/2010
Social Security Administration,30/09/2011,30/09/2011,0,57.95503,01/10/2010
Social Security Administration,30/09/2011,30/09/2011,0,36.76052,01/10/2010
Social Security Administration,30/09/2011,30/09/2011,0,14.58129,01/10/2010
Social Security Administration,30/09/2011,30/09/2011,0,16.85505,01/10/2010
Social Security Administration,30/09/2011,30/09/2011,0,5.610005,01/06/2011
Social Security Administration,,,,9,01/10/2011
Social Security Administration,,,,11,01/07/2012
Social Security Administration,,,,3.6262,01/10/2011
Social Security Administration,,,,3.205,01/10/2011
Social Security Administration,,,,1.62046,03/10/2011
Social Security Administration,,,,141.60112,01/10/2011
Social Security Administration,,,,6.52776,01/10/2011
Social Security Administration,,,,3.1889,03/10/2011
Social Security Administration,,,,6.03273,03/10/2011
Social Security Administration,,,,26.32566,01/10/2011
U.S. Agency for International Development,31/12/2012,31/12/2012,0,6.836,01/02/2012
U.S. Agency for International Development,30/06/2012,31/08/2012,62,0.048,01/12/2011
U.S. Agency for International Development,17/07/2012,17/07/2012,0,0.035,11/06/2012
U.S. Agency for International Development,20/04/2012,17/04/2012,-3,0.33,29/08/2011
U.S. Agency for International Development,13/01/2012,13/01/2012,0,1.375,15/07/2010
U.S. Agency for International Development,13/01/2012,13/01/2012,0,0.1675,01/10/2011
U.S. Agency for International Development,30/09/2011,30/09/2011,0,0.036,15/03/2011
U.S. Agency for International Development,30/09/2011,30/09/2011,0,1.3,01/10/2010
U.S. Agency for International Development,30/08/2011,30/08/2011,0,0.025,01/02/2011
U.S. Agency for International Development,30/08/2011,30/08/2011,0,0.02,01/02/2011
U.S. Agency for International Development,,,,1.522,01/10/2011
U.S. Agency for International Development,,,,20.7,01/06/2011
U.S. Agency for International Development,,,,2,01/04/2012
U.S. Agency for International Development,,,,2.975,01/10/2012
U.S. Agency for International Development,,,,37.322552,01/07/2011
U.S. Army Corps of Engineers,02/11/2012,02/11/2012,0,12.047,20/09/1997
U.S. Army Corps of Engineers,30/09/2012,30/09/2012,0,0.605,01/10/2009
U.S. Army Corps of Engineers,30/09/2012,30/09/2012,0,0.65,01/10/2011
U.S. Army Corps of Engineers,30/09/2012,30/09/2012,0,4.61155,01/03/2011
U.S. Army Corps of Engineers,28/09/2012,28/09/2012,0,0.7,03/10/2011
U.S. Army Corps of Engineers,29/06/2012,28/09/2012,91,1.206,01/07/2010
U.S. Army Corps of Engineers,01/06/2012,21/09/2012,112,2.4,01/11/2011
U.S. Army Corps of Engineers,30/11/2011,31/08/2012,275,1.375,01/05/2010
U.S. Army Corps of Engineers,13/05/2012,07/06/2012,25,4.07,01/07/2011
U.S. Army Corps of Engineers,01/06/2012,06/06/2012,5,8.275,10/12/2010
U.S. Army Corps of Engineers,,,,4,01/10/2011
U.S. Army Corps of Engineers,,,,0.5,01/09/2010
U.S. Army Corps of Engineers,,,,0.775,01/12/2010
U.S. Army Corps of Engineers,,,,0.8,01/11/2011
U.S. Army Corps of Engineers,,,,1.28,01/11/2011
U.S. Army Corps of Engineers,,,,0.4,01/11/2011
U.S. Army Corps of Engineers,,,,3.93322,10/01/2011
U.S. Army Corps of Engineers,,,,1.75,15/11/2010
U.S. Army Corps of Engineers,,,,2.6,01/10/2010
U.S. Army Corps of Engineers,,,,4.5,01/10/2010
U.S. Army Corps of Engineers,,,,12.15,01/10/2011
